"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
764,"GPRE","Green Plains Inc","Basic Materials","Chemicals","USA",918.82,,14.21,-1.59%,1077427
765,"GPRO","GoPro Inc.","Technology","Consumer Electronics","USA",185.81,,1.22,5.17%,1677473
766,"GRBK","Green Brick Partners Inc","Consumer Cyclical","Residential Construction","USA",3026.00,9.34,68.00,1.36%,272430
767,"GRC","Gorman-Rupp Co.","Industrials","Specialty Industrial Machinery","USA",980.22,28.65,37.37,0.95%,56128
768,"GRND","Grindr Inc","Technology","Software - Application","USA",1881.06,,10.70,-1.20%,1002879
769,"GRNT","Granite Ridge Resources Inc","Energy","Oil & Gas E&P","USA",811.90,13.62,6.21,2.64%,264445
770,"GRPN","Groupon Inc","Communication Services","Internet Content & Information","USA",410.91,,10.34,-3.00%,1255190
771,"GRWG","GrowGeneration Corp","Consumer Cyclical","Specialty Retail","USA",120.21,,1.98,4.21%,770157
772,"GSAT","Globalstar Inc.","Communication Services","Telecom Services","USA",2280.00,,1.20,10.09%,4691995
773,"GSBC","Great Southern Bancorp, Inc.","Financial","Banks - Regional","USA",650.86,11.12,55.82,1.36%,17538
774,"GSHD","Goosehead Insurance Inc","Financial","Insurance - Diversified","USA",2046.96,118.80,84.55,-0.15%,301603
775,"GT","Goodyear Tire & Rubber Co.","Consumer Cyclical","Auto Parts","USA",2251.90,,7.91,2.86%,9418568
776,"GTHX","G1 Therapeutics Inc","Healthcare","Biotechnology","USA",370.67,,7.09,0.42%,12155827
777,"GTLS","Chart Industries Inc","Industrials","Specialty Industrial Machinery","USA",5105.95,55.83,119.27,5.54%,812378
778,"GTN","Gray Television, Inc.","Communication Services","Broadcasting","USA",445.14,61.51,4.49,-14.64%,5020822
779,"GTY","Getty Realty Corp.","Real Estate","REIT - Retail","USA",1737.05,25.06,30.11,0.40%,236486
780,"GUTS","Fractyl Health Inc.","Healthcare","Biotechnology","USA",87.18,,1.82,-6.19%,839647
781,"GVA","Granite Construction Inc.","Industrials","Engineering & Construction","USA",3013.74,44.35,68.98,1.20%,501255
782,"GWRS","Global Water Resources Inc","Utilities","Utilities - Regulated Water","USA",295.00,47.75,12.20,2.09%,22933
783,"GYRE","Gyre Therapeutics Inc","Healthcare","Biotechnology","USA",866.22,,10.13,2.32%,55935
784,"HA","Hawaiian Holdings, Inc.","Industrials","Airlines","USA",665.21,,12.79,3.56%,371243
785,"HAE","Haemonetics Corp.","Healthcare","Medical Instruments & Supplies","USA",3894.11,33.41,76.43,-10.84%,2322524
786,"HAFC","Hanmi Financial Corp.","Financial","Banks - Regional","USA",562.72,8.43,18.59,1.92%,161533
787,"HAIN","Hain Celestial Group Inc","Consumer Defensive","Packaged Foods","USA",663.02,,7.38,1.23%,676498
788,"HALO","Halozyme Therapeutics Inc.","Healthcare","Biotechnology","USA",6898.99,21.11,54.46,0.63%,994990
789,"HASI","HA Sustainable Infrastructure Capital Inc.","Real Estate","Real Estate Services","USA",3649.61,14.54,31.26,4.03%,554863
790,"HAYN","Haynes International Inc.","Industrials","Metal Fabrication","USA",761.77,20.53,59.56,0.25%,45127
791,"HBB","Hamilton Beach Brands Holding Co","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",350.00,10.16,25.18,1.90%,63764
792,"HBCP","Home Bancorp Inc","Financial","Banks - Regional","USA",321.67,8.78,39.86,2.89%,9460
793,"HBI","Hanesbrands Inc","Consumer Cyclical","Apparel Manufacturing","USA",2158.58,,6.14,18.08%,16844759
794,"HBIO","Harvard Bioscience Inc.","Healthcare","Medical Instruments & Supplies","USA",135.50,,3.12,11.83%,64766
795,"HBNC","Horizon Bancorp Inc (IN)","Financial","Banks - Regional","USA",636.21,33.44,14.42,1.76%,117319
796,"HBT","HBT Financial Inc","Financial","Banks - Regional","USA",650.77,9.18,20.62,1.33%,16468
797,"HCAT","Health Catalyst Inc","Healthcare","Health Information Services","USA",445.68,,7.55,37.77%,2666612
798,"HCC","Warrior Met Coal Inc","Basic Materials","Coking Coal","USA",3183.59,7.53,60.86,2.27%,478589
799,"HCI","HCI Group Inc","Financial","Insurance - Property & Casualty","USA",944.88,9.19,90.16,2.40%,149850
800,"HCKT","Hackett Group Inc","Technology","Information Technology Services","USA",704.61,20.44,25.52,-0.97%,112427
801,"HCSG","Healthcare Services Group, Inc.","Healthcare","Medical Care Facilities","USA",776.36,25.52,10.58,0.86%,299355
802,"HDSN","Hudson Technologies, Inc.","Basic Materials","Specialty Chemicals","USA",362.26,10.32,7.96,-1.12%,473108
803,"HE","Hawaiian Electric Industries, Inc.","Utilities","Utilities - Regulated Electric","USA",1762.59,9.43,15.98,4.04%,1727487
804,"HEAR","Turtle Beach Corp","Technology","Consumer Electronics","USA",275.89,,12.82,2.56%,241441
805,"HEES","H&E Equipment Services Inc","Industrials","Rental & Leasing Services","USA",1659.10,10.23,45.43,1.86%,293034
806,"HELE","Helen of Troy Ltd","Consumer Defensive","Household & Personal Products","Bermuda",1255.46,8.62,55.04,1.38%,435177
807,"HFFG","HF Foods Group Inc.","Consumer Defensive","Food Distribution","USA",178.87,47.35,3.40,10.03%,47058
808,"HFWA","Heritage Financial Corp.","Financial","Banks - Regional","USA",732.65,16.69,21.12,1.64%,254140
809,"HG","Hamilton Insurance Group Ltd.","Financial","Insurance - Reinsurance","Bermuda",1688.99,5.05,16.66,7.69%,752170
810,"HGV","Hilton Grand Vacations Inc","Consumer Cyclical","Resorts & Casinos","USA",3682.39,24.84,35.51,-7.79%,2736434
811,"HI","Hillenbrand Inc","Industrials","Specialty Industrial Machinery","USA",2557.39,,36.43,-4.16%,615976
812,"HIFS","Hingham Institution For Savings","Financial","Banks - Regional","USA",498.59,24.32,228.71,4.05%,30605
813,"HIMS","Hims & Hers Health Inc","Consumer Defensive","Household & Personal Products","USA",3404.42,211.90,15.85,-1.18%,18190332
814,"HIPO","Hippo Holdings Inc","Financial","Insurance - Specialty","USA",486.16,,19.90,27.81%,306365
815,"HL","Hecla Mining Co.","Basic Materials","Other Precious Metals & Mining","USA",3137.71,,5.01,4.16%,7034987
816,"HLF","Herbalife Ltd","Consumer Defensive","Packaged Foods","USA",918.57,11.19,9.12,-0.22%,1201648
817,"HLIO","Helios Technologies Inc","Industrials","Specialty Industrial Machinery","USA",1422.48,48.11,42.82,-0.16%,247493
818,"HLIT","Harmonic, Inc.","Technology","Communication Equipment","USA",1544.86,27.34,13.28,3.03%,754248
819,"HLLY","Holley Inc","Consumer Cyclical","Auto Parts","USA",374.63,16.44,3.14,-1.87%,679300
820,"HLMN","Hillman Solutions Corp","Industrials","Tools & Accessories","USA",1862.13,320.61,9.49,1.28%,961869
821,"HLNE","Hamilton Lane Inc","Financial","Asset Management","USA",5542.48,31.87,136.75,3.88%,303422
822,"HLVX","HilleVax Inc","Healthcare","Biotechnology","USA",82.54,,1.66,3.11%,349167
823,"HLX","Helix Energy Solutions Group Inc","Energy","Oil & Gas Equipment & Services","USA",1572.20,,10.34,2.68%,839002
824,"HMN","Horace Mann Educators Corp.","Financial","Insurance - Property & Casualty","USA",1368.06,17.00,33.40,-1.47%,198502
825,"HMST","HomeStreet Inc","Financial","Banks - Regional","USA",272.90,,14.47,0.77%,50683
826,"HNI","HNI Corp.","Industrials","Business Equipment & Supplies","USA",2368.31,21.02,50.24,1.09%,146275
827,"HNRG","Hallador Energy Co","Energy","Thermal Coal","USA",208.48,,5.63,5.33%,895617
828,"HNST","Honest Company Inc","Consumer Defensive","Household & Personal Products","USA",319.59,,3.24,3.85%,2383007
829,"HOFT","Hooker Furnishings Corporation","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",157.42,39.99,14.74,1.59%,25674
830,"HOMB","Home Bancshares Inc","Financial","Banks - Regional","USA",5207.65,13.61,26.08,1.44%,658881
831,"HONE","HarborOne Bancorp Inc.","Financial","Banks - Regional","USA",534.25,31.95,12.03,1.35%,88728
832,"HOPE","Hope Bancorp Inc","Financial","Banks - Regional","USA",1423.41,13.22,11.79,-0.17%,741304
833,"HOUS","Anywhere Real Estate Inc","Real Estate","Real Estate Services","USA",467.33,,4.20,0.48%,831723
834,"HOV","Hovnanian Enterprises, Inc.","Consumer Cyclical","Residential Construction","USA",1065.56,5.98,177.89,4.25%,34608
835,"HOWL","Werewolf Therapeutics Inc","Healthcare","Biotechnology","USA",80.40,,1.85,8.19%,109079
836,"HP","Helmerich & Payne, Inc.","Energy","Oil & Gas Drilling","USA",3428.95,10.10,34.72,2.12%,1009188
837,"HPK","HighPeak Energy Inc","Energy","Oil & Gas E&P","USA",1881.40,12.46,14.77,4.98%,412036
838,"HPP","Hudson Pacific Properties Inc","Real Estate","REIT - Office","USA",664.82,,4.71,-12.29%,4021569
839,"HQI","HireQuest Inc","Industrials","Staffing & Employment Services","USA",172.76,33.32,12.34,6.01%,5812
840,"HQY","Healthequity Inc","Healthcare","Health Information Services","USA",6257.76,78.28,71.92,3.20%,521764
841,"HRI","Herc Holdings Inc","Industrials","Rental & Leasing Services","USA",3765.65,11.13,132.64,2.82%,193157
842,"HRMY","Harmony Biosciences Holdings Inc","Healthcare","Biotechnology","USA",1931.65,17.40,33.99,1.31%,383101
843,"HROW","Harrow Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",1200.09,,33.92,54.32%,4695368
844,"HRTG","Heritage Insurance Holdings Inc.","Financial","Insurance - Property & Casualty","USA",250.02,4.17,8.16,10.27%,538883
845,"HRTX","Heron Therapeutics Inc","Healthcare","Biotechnology","USA",323.82,,2.13,6.75%,1771752
846,"HSHP","Himalaya Shipping Ltd","Industrials","Marine Shipping","Bermuda",332.76,87.33,7.58,1.20%,62551
847,"HSII","Heidrick & Struggles International, Inc.","Industrials","Staffing & Employment Services","USA",736.19,19.48,36.23,-0.08%,124474
848,"HSTM","Healthstream Inc","Healthcare","Health Information Services","USA",852.70,47.96,28.04,0.86%,64911
849,"HTBI","HomeTrust Bancshares Inc","Financial","Banks - Regional","USA",578.48,10.10,33.17,2.76%,36970
850,"HTBK","Heritage Commerce Corp.","Financial","Banks - Regional","USA",581.36,12.02,9.49,-0.94%,247517
851,"HTH","Hilltop Holdings Inc","Financial","Banks - Regional","USA",1988.12,17.53,30.61,0.99%,174637
852,"HTLD","Heartland Express, Inc.","Industrials","Trucking","USA",954.13,,12.07,0.50%,203158
853,"HTLF","Heartland Financial USA, Inc.","Financial","Banks - Regional","USA",2173.59,35.74,50.69,3.81%,207036
854,"HTZ","Hertz Global Holdings Inc.","Industrials","Rental & Leasing Services","USA",524.42,,3.69,1.93%,2677211
855,"HUBG","Hub Group, Inc.","Industrials","Integrated Freight & Logistics","USA",2705.31,23.37,43.41,2.38%,529196
856,"HUMA","Humacyte Inc","Healthcare","Biotechnology","USA",952.64,,8.00,2.17%,2315092
857,"HURN","Huron Consulting Group Inc","Industrials","Consulting Services","USA",1834.50,24.36,103.12,0.91%,93291
858,"HUT","Hut 8 Corp","Financial","Capital Markets","USA",1122.64,7.69,12.42,11.59%,3574250
859,"HVT","Haverty Furniture Cos., Inc.","Consumer Cyclical","Home Improvement Retail","USA",460.89,12.21,28.38,1.94%,96437
860,"HWC","Hancock Whitney Corp.","Financial","Banks - Regional","USA",4219.75,11.45,48.71,2.31%,343547
861,"HWKN","Hawkins Inc","Basic Materials","Specialty Chemicals","USA",2473.10,30.67,118.33,1.05%,209100
862,"HY","Hyster Yale Inc","Industrials","Farm & Heavy Construction Machinery","USA",1058.14,6.05,60.50,3.38%,97416
863,"HYLN","Hyliion Holdings Corporation","Consumer Cyclical","Auto Parts","USA",341.95,,1.97,21.60%,1618712
864,"HZO","Marinemax, Inc.","Consumer Cyclical","Specialty Retail","USA",662.90,13.85,29.70,2.59%,228578
865,"IART","Integra Lifesciences Holdings Corp","Healthcare","Medical Devices","USA",1689.69,73.81,21.78,0.37%,1039768
866,"IAS","Integral Ad Science Holding Corp","Communication Services","Advertising Agencies","USA",1713.75,764.03,10.62,-0.38%,2057352
867,"IAUX","i-80 Gold Corp","Basic Materials","Gold","USA",307.29,,0.83,2.08%,3327867
868,"IBCP","Independent Bank Corporation (Ionia, MI)","Financial","Banks - Regional","USA",649.99,9.97,31.10,0.19%,48976
869,"IBEX","IBEX Ltd","Technology","Information Technology Services","USA",271.06,10.28,15.75,2.74%,35062
870,"IBOC","International Bancshares Corp.","Financial","Banks - Regional","USA",3620.70,8.99,58.22,2.23%,192609
871,"IBP","Installed Building Products Inc","Consumer Cyclical","Residential Construction","USA",6062.67,23.96,214.76,3.38%,234332
872,"IBRX","ImmunityBio Inc","Healthcare","Biotechnology","USA",3008.33,,4.35,4.57%,2110012
873,"IBTA","Ibotta Inc.","Technology","Software - Application","USA",1696.67,32.63,55.72,-0.07%,61666
874,"IBTX","Independent Bank Group Inc","Financial","Banks - Regional","USA",2174.36,,52.47,1.51%,149718
875,"ICFI","ICF International, Inc","Industrials","Consulting Services","USA",2960.70,30.26,157.82,1.64%,97711
876,"ICHR","Ichor Holdings Ltd","Technology","Semiconductor Equipment & Materials","USA",979.62,,29.26,0.93%,530996
877,"ICUI","ICU Medical, Inc.","Healthcare","Medical Instruments & Supplies","USA",3688.40,,151.35,24.27%,962909
878,"IDCC","Interdigital Inc","Technology","Software - Application","USA",3504.63,14.02,139.46,2.24%,350313
879,"IDT","IDT Corp.","Communication Services","Telecom Services","USA",890.95,25.06,35.16,0.51%,40426
880,"IDYA","Ideaya Biosciences Inc","Healthcare","Biotechnology","USA",3174.76,,37.58,4.80%,730836
881,"IE","Ivanhoe Electric Inc","Basic Materials","Copper","USA",857.81,,7.13,3.33%,2866541
882,"IESC","IES Holdings Inc","Industrials","Engineering & Construction","USA",3321.87,18.20,166.26,6.80%,194414
883,"IGMS","IGM Biosciences Inc","Healthcare","Biotechnology","USA",534.72,,9.06,6.84%,105143
884,"IGT","International Game Technology PLC","Consumer Cyclical","Gambling","United Kingdom",4405.62,21.14,21.85,2.34%,1041798
885,"IHRT","iHeartMedia Inc","Communication Services","Broadcasting","USA",209.96,,1.45,1.40%,349941
886,"III","Information Services Group Inc.","Technology","Information Technology Services","USA",158.40,,3.24,2.21%,59928
887,"IIIN","Insteel Industries, Inc.","Industrials","Metal Fabrication","USA",604.00,30.02,31.07,0.55%,60856
888,"IIIV","i3 Verticals Inc","Technology","Software - Infrastructure","USA",567.47,1053.48,24.23,2.50%,152376
889,"IIPR","Innovative Industrial Properties Inc","Real Estate","REIT - Industrial","USA",3255.68,20.16,114.92,1.79%,193806
890,"ILPT","Industrial Logistics Properties Trust","Real Estate","REIT - Industrial","USA",318.02,,4.82,0.63%,332690
891,"IMAX","Imax Corp","Communication Services","Entertainment","Canada",1065.19,51.78,20.22,0.70%,553944
892,"IMKTA","Ingles Markets, Inc.","Consumer Defensive","Grocery Stores","USA",1383.84,8.79,74.44,0.23%,75456
893,"IMMR","Immersion Corp","Technology","Software - Application","USA",334.43,7.61,10.50,5.21%,780256
894,"IMNM","Immunome Inc","Healthcare","Biotechnology","USA",776.01,,12.94,3.85%,477100
895,"IMVT","Immunovant Inc","Healthcare","Biotechnology","USA",4115.92,,28.12,4.23%,564105
896,"IMXI","International Money Express Inc.","Technology","Software - Infrastructure","USA",567.94,10.36,17.40,-0.57%,799050
897,"INBK","First Internet Bancorp","Financial","Banks - Regional","USA",283.18,15.40,32.70,2.12%,29204
898,"INBX","Inhibrx Biosciences Inc.","Healthcare","Biotechnology","USA",165.65,,11.44,-0.17%,86329
899,"INDB","Independent Bank Corp.","Financial","Banks - Regional","USA",2478.12,11.77,58.46,1.60%,150063
900,"INDI","Indie Semiconductor Inc","Technology","Semiconductor Equipment & Materials","USA",902.05,,4.83,3.65%,2511219
901,"INFN","Infinera Corp.","Technology","Communication Equipment","USA",1338.55,,5.68,-0.18%,2851041
902,"INFU","InfuSystem Holdings Inc","Healthcare","Medical Instruments & Supplies","USA",127.80,368.10,6.00,3.45%,53671
903,"INGN","Inogen Inc","Healthcare","Medical Devices","USA",275.18,,11.67,5.32%,723824
904,"INMB","INmune Bio Inc","Healthcare","Biotechnology","USA",150.13,,7.59,7.66%,126178
905,"INMD","Inmode Ltd","Healthcare","Medical Devices","Israel",1419.92,9.66,16.78,1.39%,735259
906,"INN","Summit Hotel Properties Inc","Real Estate","REIT - Hotel & Motel","USA",684.71,,6.32,1.28%,554212
907,"INNV","InnovAge Holding Corp","Healthcare","Medical Care Facilities","USA",813.22,,5.98,0.67%,42794
908,"INO","Inovio Pharmaceuticals Inc","Healthcare","Biotechnology","USA",225.68,,8.71,1.40%,301348
909,"INOD","Innodata Inc","Technology","Information Technology Services","USA",470.78,253.88,16.38,5.92%,556732
910,"INSE","Inspired Entertainment Inc","Consumer Cyclical","Gambling","USA",225.31,,8.48,7.75%,334734
911,"INSM","Insmed Inc","Healthcare","Biotechnology","USA",11713.65,,71.81,1.16%,1586880
912,"INST","Instructure Holdings Inc","Technology","Software - Application","USA",3408.36,,23.27,0.00%,430436
913,"INSW","International Seaways Inc","Energy","Oil & Gas Midstream","USA",2446.77,4.70,49.35,0.63%,746834
914,"INTA","Intapp Inc","Technology","Software - Application","USA",2401.16,,32.70,3.68%,442920
915,"INVA","Innoviva Inc","Healthcare","Biotechnology","USA",1141.72,11.04,18.25,0.61%,199424
916,"INZY","Inozyme Pharma Inc","Healthcare","Biotechnology","USA",274.76,,4.38,1.62%,310863
917,"IONQ","IonQ Inc","Technology","Computer Hardware","USA",1503.48,,7.11,4.56%,6596307
918,"IOSP","Innospec Inc","Basic Materials","Specialty Chemicals","USA",2728.09,18.32,109.43,3.13%,177825
919,"IOVA","Iovance Biotherapeutics Inc","Healthcare","Biotechnology","USA",2221.85,,7.94,8.32%,10790823
920,"IPAR","Inter Parfums, Inc.","Consumer Defensive","Household & Personal Products","USA",4297.72,30.55,134.22,1.15%,90503
921,"IPI","Intrepid Potash Inc","Basic Materials","Agricultural Inputs","USA",288.97,,21.76,0.88%,64316
922,"IPSC","Century Therapeutics Inc","Healthcare","Biotechnology","USA",152.10,,1.80,4.05%,327446
923,"IRBT","Irobot Corp","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",233.82,,8.13,-16.62%,1993987
924,"IRMD","Iradimed Corp","Healthcare","Medical Devices","USA",556.34,30.02,43.91,1.57%,58782
925,"IRON","Disc Medicine Inc","Healthcare","Biotechnology","USA",1271.36,,42.85,3.83%,129639
926,"IRT","Independence Realty Trust Inc","Real Estate","REIT - Residential","USA",4410.10,,19.59,0.15%,923759
927,"IRTC","iRhythm Technologies Inc","Healthcare","Medical Devices","USA",2213.67,,70.86,3.45%,333868
928,"IRWD","Ironwood Pharmaceuticals Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",643.79,93.75,4.05,-32.61%,9045232
929,"ISPR","Ispire Technology Inc","Consumer Defensive","Tobacco","USA",380.11,,6.73,1.51%,28224
930,"ISTR","Investar Holding Corp","Financial","Banks - Regional","USA",160.13,10.63,16.29,0.87%,52455
931,"ITGR","Integer Holdings Corp","Healthcare","Medical Devices","USA",3838.85,37.56,114.49,1.32%,161322
